symbol,fundingTime,fundingRate,markPrice
BTCUSDT,2025-05-24 16:00:00.003000+00:00,7.837e-05,108895.88856522
BTCUSDT,2025-05-25 00:00:00.004000+00:00,9.794e-05,107698.9
BTCUSDT,2025-05-25 08:00:00+00:00,5.113e-05,107634.7
BTCUSDT,2025-05-25 16:00:00+00:00,3.651e-05,106928.0
BTCUSDT,2025-05-26 00:00:00+00:00,7.331e-05,108955.9
BTCUSDT,2025-05-26 08:00:00+00:00,0.0001,110050.0
BTCUSDT,2025-05-26 16:00:00.002000+00:00,9.782e-05,109951.1
BTCUSDT,2025-05-27 00:00:00.003000+00:00,7.65e-05,109403.70430072
BTCUSDT,2025-05-27 08:00:00.001000+00:00,7.266e-05,109471.8
BTCUSDT,2025-05-27 16:00:00.005000+00:00,2.476e-05,110091.3
BTCUSDT,2025-05-28 00:00:00.002000+00:00,3.26e-05,108889.2
BTCUSDT,2025-05-28 08:00:00.003000+00:00,2.164e-05,108764.9
BTCUSDT,2025-05-28 16:00:00.002000+00:00,5.368e-05,107066.31867754
BTCUSDT,2025-05-29 00:00:00+00:00,3.186e-05,107723.1
BTCUSDT,2025-05-29 08:00:00.006000+00:00,2.812e-05,107839.5
BTCUSDT,2025-05-29 16:00:00+00:00,8.379e-05,106972.6
BTCUSDT,2025-05-30 00:00:00.003000+00:00,2.622e-05,105540.0
BTCUSDT,2025-05-30 08:00:00.003000+00:00,3.849e-05,104997.4
BTCUSDT,2025-05-30 16:00:00+00:00,7.392e-05,105503.9
BTCUSDT,2025-05-31 00:00:00+00:00,8.506e-05,103950.0
BTCUSDT,2025-05-31 08:00:00+00:00,7.552e-05,103701.25933333
BTCUSDT,2025-05-31 16:00:00+00:00,4.687e-05,104499.67307246
