time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore,symbol,funding_rate,mark_price,return_1h,future_return_1h,future_return_4h,future_return_8h,funding_rate_diff,funding_rate_ma3
2025-01-01 17:00:00+00:00,94070.1,94180.0,93729.2,94123.7,3256.958,2025-01-01 17:59:59.999000+00:00,305949052.0324,78198,1586.151,149019665.9187,0,BTCUSDT,0.0001,94413.6,0.0005697878496992992,0.00210255227960654,0.008910614436109077,0.007681380991185094,0.0,0.0001
2025-01-01 18:00:00+00:00,94123.6,94375.1,93918.6,94321.6,2460.722,2025-01-01 18:59:59.999000+00:00,231803151.2543,59529,1392.669,131211914.3935,0,BTCUSDT,0.0001,94413.6,0.00210255227960654,0.003079888381876561,0.0047603094095096665,0.009553485097792969,0.0,0.0001
2025-01-01 19:00:00+00:00,94321.6,94823.2,94129.7,94612.1,5021.183,2025-01-01 19:59:59.999000+00:00,474534701.6228,94070,2954.962,279310218.9154,0,BTCUSDT,0.0001,94413.6,0.003079888381876561,0.001640382149851849,-0.0003297675455888882,0.004099898427368132,0.0,0.0001
2025-01-01 20:00:00+00:00,94612.1,94850.0,94561.7,94767.3,2694.085,2025-01-01 20:59:59.999000+00:00,255181294.8793,65573,1296.418,122805002.1342,0,BTCUSDT,0.0001,94413.6,0.001640382149851849,0.0020587270081555697,0.00363944103081959,0.00982828465092922,0.0,0.0001
2025-01-01 21:00:00+00:00,94767.3,95161.2,94661.0,94962.4,5078.627,2025-01-01 21:59:59.999000+00:00,481875485.1224,88563,2825.659,268138738.7855,0,BTCUSDT,0.0001,94413.6,0.0020587270081555697,-0.0020197467629291532,-0.0012183769576168402,0.006498361456745094,0.0,0.0001
2025-01-01 22:00:00+00:00,94962.4,94985.6,94662.5,94770.6,2550.915,2025-01-01 22:59:59.999000+00:00,241835811.1973,50677,1122.402,106406137.5578,0,BTCUSDT,0.0001,94413.6,-0.0020197467629291532,-0.002001675625141308,0.004770466790333661,0.008424553606287022,0.0,0.0001
2025-01-01 23:00:00+00:00,94770.5,94940.0,94522.1,94580.9,3058.776,2025-01-01 23:59:59.999000+00:00,289604552.4009,66779,1603.571,151831100.2169,0,BTCUSDT,0.0001,94413.6,-0.002001675625141308,0.005617413240939895,0.004431127214902908,0.01305126087825359,0.0,0.0001
2025-01-02 00:00:00+00:00,94580.9,95369.4,94357.4,95112.2,9868.473,2025-01-02 00:59:59.999000+00:00,936951940.3183,183113,4593.998,436275929.4342,0,BTCUSDT,0.0001,94413.6,0.005617413240939895,-0.002791440004542012,0.00616640136596569,0.010651630390212885,0.0,0.0001
2025-01-02 01:00:00+00:00,95112.2,95523.5,94698.7,94846.7,6455.116,2025-01-02 01:59:59.999000+00:00,614028854.1358,131386,3199.713,304434145.3443,0,BTCUSDT,0.0001,94413.6,-0.002791440004542012,0.003964291852009527,0.007726151779661405,0.0197719056118979,0.0,0.0001
2025-01-02 02:00:00+00:00,94846.6,95222.8,94786.8,95222.7,3931.154,2025-01-02 02:59:59.999000+00:00,373520632.3646,84010,2032.643,193156592.2309,0,BTCUSDT,0.0001,94413.6,0.003964291852009527,-0.002338728055390149,0.0036367378786781313,0.015450097508262095,0.0,0.0001
